ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE
GAD984303032,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/17/1992,07/13/1992,05/30/1992
GAD981270416,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,07/10/1995,10/11/1995,
GAD984306878,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,10/25/1991,11/19/1991,
GAD981270069,GA,268.A,Land Disposal Restrictions: General,S  ,09/24/1998,12/15/1998,12/24/1998
GA0000362079,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/29/1995,06/02/1995,06/01/1995
GAR000033324,GA,279.C,Standards for Used Oil: Generators,S  ,11/15/2007,12/06/2007,12/14/2007
GA6202932244,GA,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,03/26/1992,05/10/1992,05/10/1992
GAD984291351,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,10/21/1998,10/21/1998,
GAR000012526,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/30/1996,02/16/1998,
GAR000008706,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,12/16/1999,03/17/2000,03/10/2000
GAD984300277,GA,268.A,Land Disposal Restrictions: General,S  ,03/17/1992,05/28/1992,05/02/1992
GAD984289728,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/23/1993,10/20/1993,09/22/1993
GAD991276007,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/03/1997,04/24/1997,03/24/1997
GAD990675118,GA,264.S,Standards for Owners and Operators of HW TSDs: Special Provisions for Cleanup,S  ,12/10/1991,08/12/1992,
GAD984291997,GA,266.H,Standards for the Management of Specific HW and Specific Types of HW Management Facilities: Hazardous Waste Burned in Boilers and Industrial Furnaces,S  ,09/13/1995,10/24/1995,10/13/1995
GAD003273224,GA,264.D,Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,04/21/1995,07/20/1995,07/19/1995
GAD984318568,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/13/1995,01/19/1996,01/12/1996
GAD984279661,GA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,12/11/1991,11/10/1992,01/03/1992
GAD984299651,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/27/1994,06/30/1994,
GAD981268295,GA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,09/23/1998,10/21/1998,11/10/1998
GA8570024606,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,12/15/1993,01/06/1994,01/04/1994
GAD981267834,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/15/1992,02/21/1994,11/10/1992
GAD981267982,GA,268.A,Land Disposal Restrictions: General,S  ,12/09/1993,02/18/1994,02/14/1994
GA8570024606,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,12/04/1995,03/26/1996,
GA8570024606,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,02/03/1984,04/19/1984,04/19/1984
GA4170090001,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,07/10/1992,08/20/1992,08/10/1992
GAD030059182,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/29/1985,04/29/1986,06/05/1985
GAD981243033,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/19/1991,02/21/1992,09/12/1991
GAD061921052,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/18/1991,11/08/1991,
GAD061022216,GA,264.I,Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,03/07/1997,05/09/1997,05/10/1997
GAD075942706,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,E  ,01/18/2000,01/18/2000,
GAD981021199,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,E  ,06/22/1999,06/22/1999,
GAD075876623,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/20/1994,06/15/1994,
GAD061022216,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,12/11/1984,03/15/1985,03/15/1985
GAD033582461,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/13/1999,04/30/1999,
GAD041013657,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,09/29/1993,10/12/1993,11/03/1993
GAD070330576,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,09/26/1986,12/19/1986,
GAD003308335,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/23/1998,12/28/1998,
GAD003268885,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,E  ,01/16/1998,01/16/1998,
GAD098583909,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,06/28/1985,11/01/1985,08/19/1985
GAD033842543,GA,268.A,Land Disposal Restrictions: General,S  ,07/09/1999,09/28/1999,
GAD097385595,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/06/1986,07/08/1987,
GAD003273224,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/10/1984,06/08/1984,
GAD000609917,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/13/1990,02/02/1992,
GA7180000179,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/14/2007,01/09/2008,
GA7180000179,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,11/14/2007,01/09/2008,
GAD070330576,GA,262.A,Standards Applicable to Generators of HW: General,S  ,10/02/1995,01/16/1996,
GAD047750229,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/15/1999,08/20/1999,
GAD047750229,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/15/1999,08/04/1999,
GAD033689282,GA,268.A,Land Disposal Restrictions: General,S  ,03/09/2000,01/24/2002,
GAD980515647,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/08/1989,01/10/1990,01/12/1990
GAD042216549,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/28/2000,08/28/2000,
GAD042710590,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/04/1999,07/12/1999,07/16/1999
GAD981027055,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,08/26/1985,10/15/1985,
GAD049686926,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,05/04/1988,12/01/1988,
GAD000222083,GA,264.H,Standards for Owners and Operators of HW TSDs: Financial Requirements,S  ,05/10/1982,10/25/1984,
GAD050766401,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,03/18/1982,12/22/1983,06/12/1984
GAD047957386,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,09/29/1993,11/18/1993,10/29/1993
GAD094075553,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,05/24/1994,10/14/1995,
GAD981217748,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,03/26/1991,02/14/1994,05/09/1991
GAD041011099,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,12/27/1985,11/23/1987,
GAD099303182,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/19/1992,07/14/1992,
GAD980710552,GA,262.A,Standards Applicable to Generators of HW: General,S  ,02/22/1984,04/09/1984,03/30/1984
GAD061401501,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/08/1991,08/06/1991,
GAD981233935,GA,264.B,Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,09/26/1995,10/06/1995,
GAD041013657,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,05/07/1985,10/31/1985,11/08/1985
GAD041013657,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,09/12/1988,09/30/1992,
GAD051011609,GA,262.A,Standards Applicable to Generators of HW: General,E  ,06/08/1993,08/16/1994,
GAD003299526,GA,264.J,Standards for Owners and Operators of HW TSDs: Tank Systems,S  ,09/02/1997,09/23/1997,
GAD981025265,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/27/1988,12/07/1988,
GAD981025265,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/17/1995,02/16/1995,
GAD980843155,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,02/03/1994,06/27/1994,06/27/1994
GAD980843155,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,08/07/1995,09/07/1995,
GAD000828269,GA,264.A,Standards for Owners and Operators of HW TSDs: General,S  ,11/07/1984,08/08/1985,12/14/1984
GAD981235823,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/18/1992,02/04/1993,01/22/1993
GAD000653360,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/16/2000,07/30/2000,
GAD004065520,GA,264.C,Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,07/29/1998,11/05/1998,
GAD006924872,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/29/1994,07/12/1994,07/20/1994
GAD003321619,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/17/2007,09/18/2007,
GAD003292877,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,08/12/1991,07/13/1993,09/30/1991
GAR000074773,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/01/2016,07/01/2016,05/16/2016
GAR000022368,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/23/2016,06/16/2016,05/19/2016
GAR000010082,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/07/2000,02/01/2001,02/02/2001
GAD984319624,GA,262.A,Standards Applicable to Generators of HW: General,S  ,10/15/2000,10/15/2000,
GAR000051219,GA,262.A,Standards Applicable to Generators of HW: General,S  ,10/12/2017,10/12/2017,12/01/2017
GAR000019497,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,08/22/2017,04/05/2018,05/17/2018
GAR000019497,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/22/2017,07/31/2018,05/17/2018
GAR000019497,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,08/22/2017,04/05/2018,05/17/2018
GAD981227564,GA,268.A,Land Disposal Restrictions: General,S  ,01/13/2010,04/09/2010,03/19/2010
GAD981275423,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,01/23/2009,04/10/2009,04/03/2009
GAR000052753,GA,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,07/15/2009,08/27/2009,08/28/2009
GAD066469321,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,01/14/2010,12/03/2010,04/09/2010
GAR000023291,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/12/2008,01/29/2009,01/29/2009
GAR000017020,GA,262.A,Standards Applicable to Generators of HW: General,S  ,02/14/2001,01/24/2002,
GAR000013268,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/16/2001,07/27/2001,05/24/2001
GAD000143677,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/19/2000,01/23/2001,01/12/2001
GAD984308981,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/25/2002,09/13/2002,09/15/2002
GA0000012807,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/11/2001,06/13/2002,
GAR000019893,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/03/2002,02/20/2003,01/29/2003
GAD991276007,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/24/2002,06/17/2002,06/21/2002
GAD984304014,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,12/09/2002,01/14/2003,01/10/2003
GAR000022566,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/25/2002,12/26/2002,12/26/2002
GAD003310810,GA,264.K,Standards for Owners and Operators of HW TSDs: Surface Impoundments,S  ,08/30/2002,10/20/2003,
GAD980842777,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,09/03/2002,04/03/2003,
GAR000026468,GA,FEA,Violation of a formal enforcement agreement or order. (3008(a) or 3013),S  ,02/19/2002,08/21/2002,
GAD981262462,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/28/2004,09/30/2004,10/23/2004
GAR000034256,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/22/2003,11/17/2003,
GAD981270416,GA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,09/17/2003,12/12/2003,
GAD981239593,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/12/2007,02/05/2008,01/21/2008
GAD981241482,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/27/2004,09/23/2004,
GAR000033381,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,10/22/2003,12/03/2003,12/05/2003
GAD064494040,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/02/2004,11/02/2004,
GAR000032060,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,05/18/2004,10/19/2004,
GAD085418663,GA,279.B,Standards for the Management of Used Oil: Applicability,E  ,05/25/2005,06/07/2005,
GAR000031393,GA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,04/14/2005,07/13/2005,07/15/2005
GAD981224942,GA,PCR,Violation of a permit condition or requirement,S  ,03/31/2011,05/09/2011,05/20/2011
GAD991291352,GA,262.A,Standards Applicable to Generators of HW: General,S  ,10/06/2005,04/20/2006,05/05/2006
GAD003324944,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/10/2005,02/10/2005,
GAR000047100,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/14/2006,08/21/2006,07/11/2006
GAR000030445,GA,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,12/14/2005,09/21/2006,
GAR000001347,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/10/2006,06/27/2006,06/30/2006
GAR000039040,GA,268.A,Land Disposal Restrictions: General,E  ,08/30/2006,04/17/2007,
GAD003300506,GA,265.W,Interim Status Standards for Owners and Operators of HW TSDs: Drip Pads,S  ,09/19/2006,11/08/2006,
GAD072475312,GA,268.A,Land Disposal Restrictions: General,S  ,03/21/2006,04/17/2006,
GAD981233257,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,03/16/2007,04/26/2007,05/04/2007
GAR000043034,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/30/2007,11/30/2007,
GAD040690737,GA,PCR,Violation of a permit condition or requirement,S  ,02/27/2007,06/04/2007,
GA0000146274,GA,279.C,Standards for Used Oil: Generators,S  ,03/29/2007,03/29/2007,
GAR000016287,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,02/08/2007,06/28/2007,05/26/2007
GAR000010181,GA,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,10/26/2007,02/05/2008,12/19/2007
GA0210020046,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,05/23/2006,07/25/2006,
GA6202932244,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/05/2007,04/17/2007,
GAR000022277,GA,279.C,Standards for Used Oil: Generators,S  ,02/08/2008,03/17/2008,03/14/2008
GAD980803860,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,04/03/2008,05/20/2008,06/05/2008
GAR000061978,GA,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,05/15/2017,09/21/2017,08/07/2017
GAD003300506,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,05/08/2017,05/08/2017,
GAR000057869,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,12/08/2010,01/05/2011,01/17/2011
GAR000007054,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,12/08/2011,02/03/2012,02/02/2012
GAR000004325,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/01/2012,05/08/2012,05/04/2012
GAD984318360,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/01/2008,04/30/2008,04/18/2008
GAD984291377,GA,279.C,Standards for Used Oil: Generators,S  ,04/24/2008,06/12/2008,06/12/2008
GAD981239593,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/19/2012,06/27/2012,06/27/2012
GAD991303991,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/16/2009,05/28/2009,03/27/2009
GAR000009498,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,04/06/2009,07/24/2009,07/24/2009
GAR000005413,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,06/08/2011,01/24/2012,
GAR000015024,GA,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,11/12/2009,01/15/2010,01/15/2010
GAR000025569,GA,279.C,Standards for Used Oil: Generators,S  ,06/30/2014,08/28/2014,08/29/2014
GAR000052977,GA,279.C,Standards for Used Oil: Generators,S  ,06/19/2008,09/25/2008,
GAD981239593,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,S  ,04/29/2010,06/15/2010,06/10/2010
GAR000057414,GA,279.E,Standards for Used Oil: Transporter and Transfer Facilities,S  ,08/21/2009,02/15/2010,02/12/2010
GAD981235294,GA,264.F,Standards for Owners and Operators of HW TSDs: Releases from Solid Waste Management Units,S  ,09/11/2008,11/17/2008,
GAD056217276,GA,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,08/12/2008,10/01/2008,12/26/2008
GAD981225501,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/27/2011,02/06/2012,
GAR000059600,GA,279.C,Standards for Used Oil: Generators,S  ,05/26/2011,08/01/2011,08/08/2011
GAD981268139,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,08/03/2011,09/23/2011,09/16/2011
GAR000052449,GA,265.C,Interim Status Standards for Owners and Operators of HW TSDs: Preparedness and Prevention,S  ,07/07/2008,12/02/2008,
GAR000037028,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/20/2009,02/19/2009,02/22/2009
GAD980709257,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/26/2008,05/22/2009,
GAD080084361,GA,265.J,Interim Status Standards for Owners and Operators of HW TSDs: Tank Systems,S  ,06/30/2010,10/07/2010,10/08/2010
GAR000076299,GA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,03/01/2016,06/29/2016,05/16/2016
GAD000823096,GA,PCR,Violation of a permit condition or requirement,S  ,08/18/2016,10/19/2016,
GAD984321547,GA,265.B,Interim Status Standards for Owners and Operators of HW TSDs: General Facility Standards,S  ,05/21/2009,09/02/2009,
GAD084914787,GA,261.A,ID and Listing of HW: General,S  ,09/15/2009,03/28/2011,
GAD980842777,GA,265.I,Interim Status Standards for Owners and Operators of HW TSDs: Use and Management of Containers,E  ,07/08/2010,09/15/2010,
GAD981222763,GA,279.C,Standards for Used Oil: Generators,S  ,05/20/2009,08/17/2009,07/20/2009
GAR000044511,GA,262.A,Standards Applicable to Generators of HW: General,S  ,05/29/2015,08/28/2015,08/27/2015
GA3570026119,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,E  ,02/09/2012,02/09/2012,
GAR000075655,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,E  ,01/12/2015,02/09/2015,
GAD058489899,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/23/2015,09/17/2015,08/14/2015
GAR000051110,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,08/16/2012,09/25/2012,09/28/2012
GAR000043901,GA,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,08/23/2012,10/26/2012,10/28/2012
GAD981276256,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/31/2015,08/26/2015,08/31/2015
GAD051011609,GA,268.E,Land Disposal Restrictions: Prohibitions on Storage,S  ,09/25/2012,09/28/2012,
GAR000064899,GA,265.D,Interim Status Standards for Owners and Operators of HW TSDs: Contingency Plan and Emergency Procedures,S  ,11/20/2015,02/03/2016,02/15/2016
GA9210020872,GA,PCR,Violation of a permit condition or requirement,S  ,09/03/2015,09/08/2015,
GA4170024174,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,06/09/2015,02/29/2016,
GA1570024306,GA,262.A,Standards Applicable to Generators of HW: General,E  ,03/07/2018,03/09/2018,
GAD003266467,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,08/04/2011,09/23/2011,09/23/2011
GAD051034387,GA,PCR,Violation of a permit condition or requirement,S  ,02/15/2012,03/28/2012,03/19/2012
GAD003306750,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/21/2017,10/11/2017,09/21/2017
GAD003323805,GA,PCR,Violation of a permit condition or requirement,S  ,04/12/2018,06/08/2018,
GAR000083154,GA,262.A,Standards Applicable to Generators of HW: General,S  ,02/15/2018,04/26/2018,03/19/2018
GA0001405059,GA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,05/17/2018,09/12/2018,08/10/2018
GAD061022216,GA,279.C,Standards for Used Oil: Generators,S  ,05/04/2010,06/23/2010,06/20/2010
GA0000918904,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,03/17/2011,04/29/2011,04/29/2011
GAR000067595,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/18/2012,09/25/2013,03/15/2013
GAD051011609,GA,PCR,Violation of a permit condition or requirement,S  ,08/14/2020,09/29/2020,09/30/2020
GAD003298684,GA,262.A,Standards Applicable to Generators of HW: General,E  ,08/31/2021,11/15/2021,
GAD984308213,GA,262.A,Standards Applicable to Generators of HW: General,S  ,11/03/2021,02/11/2022,02/06/2022
GAR000079293,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,09/07/2021,11/03/2021,11/03/2021
GAR000086785,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,12/15/2020,12/18/2020,
GAR000075754,GA,273.C,Standards for Universal Waste Management: Standards for Large Quantity Handlers ,S  ,02/12/2019,05/16/2019,05/15/2019
GAD003273224,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/26/2019,06/26/2020,
GAR000002329,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/22/2018,10/15/2019,
GAR000002329,GA,261.A,ID and Listing of HW: General,S  ,08/22/2018,10/15/2019,
GAR000065912,GA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/09/2015,04/22/2015,04/29/2015
GAR000079384,GA,262.A,Standards Applicable to Generators of HW: General,S  ,08/28/2018,12/20/2018,11/15/2018
GA1570024330,GA,273.C,Standards for Universal Waste Management: Standards for Large Quantity Handlers ,S  ,09/20/2012,09/20/2012,
GAR000062646,GA,262.A,Standards Applicable to Generators of HW: General,E  ,08/28/2012,03/07/2013,
GAD057281156,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/25/2018,07/25/2018,10/19/2018
GAR000078683,GA,262.A,Standards Applicable to Generators of HW: General,S  ,04/30/2019,11/12/2019,06/24/2019
GAD981476203,GA,262.A,Standards Applicable to Generators of HW: General,S  ,03/04/2024,04/25/2024,04/29/2024
GAR000076810,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,12/28/2023,06/28/2024,03/07/2024
GAR000080473,GA,262.A,Standards Applicable to Generators of HW: General,S  ,09/08/2023,09/08/2023,
GAD980726491,GA,262.A,Standards Applicable to Generators of HW: General,E  ,04/18/2023,08/19/2024,
GAR000031633,GA,262.A,Standards Applicable to Generators of HW: General,S  ,06/26/2023,12/26/2023,12/15/2023
GAD003333945,GA,262.A,Standards Applicable to Generators of HW: General,S  ,01/12/2024,01/12/2024,03/05/2024
GAD981221039,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/16/2024,07/22/2024,
GAR000015024,GA,262.M,"Standards Applicable to Generators of HW: Preparedness. Prevention, and Emergency Procedures for LQGs",S  ,09/13/2024,,
GAD097395693,GA,262.A,Standards Applicable to Generators of HW: General,S  ,12/17/2024,12/17/2024,
GAD046901096,GA,273.B,Standards for Universal Waste Management: Standards for Small Quantity Handlers ,S  ,10/22/2024,11/13/2024,
GAD003273224,GA,264.F,Standards for Owners and Operators of HW TSDs: Releases from Solid Waste Management Units,S  ,04/10/2025,,
GAD000226431,GA,262.A,Standards Applicable to Generators of HW: General,S  ,07/25/2024,07/25/2024,
