sys_sch,System ID,System Name,School ID,School Name,2019 CCRPI Single Score,2019 BTO Designation
6762058,676,Houston County,2058,Westside Elementary School,66.9,Beating the Odds
677188,677,Irwin County,188,Irwin County Elementary School,79.4,Beating the Odds
6772050,677,Irwin County,2050,Irwin County High School,77.9,Beating the Odds
677173,677,Irwin County,173,Irwin County Middle School,65.6,Below Expected Range
678107,678,Jackson County,107,East Jackson Comprehensive High School,81,Within Expected Range
678104,678,Jackson County,104,East Jackson Elementary School,84.9,Beating the Odds
678197,678,Jackson County,197,East Jackson Middle School,75.5,Within Expected Range
678209,678,Jackson County,209,Gum Springs Elementary School,80.3,Below Expected Range
678191,678,Jackson County,191,Jackson County High School,84.2,Within Expected Range
6782550,678,Jackson County,2550,Maysville Elementary School,74.2,Within Expected Range
6783050,678,Jackson County,3050,North Jackson Elementary School,67.6,Below Expected Range
6784050,678,Jackson County,4050,South Jackson Elementary School,71.7,Below Expected Range
678101,678,Jackson County,101,West Jackson Elementary School,76.8,Below Expected Range
678297,678,Jackson County,297,West Jackson Middle School,80.4,Within Expected Range
679108,679,Jasper County,108,Jasper County High School,77.7,Beating the Odds
679201,679,Jasper County,201,Jasper County Middle School,71.8,Within Expected Range
679195,679,Jasper County,195,Jasper County Primary School,69.9,Below Expected Range
679100,679,Jasper County,100,Washington Park Elementary School,74.8,Within Expected Range
680175,680,Jeff Davis County,175,Jeff Davis Elementary School,65.9,Below Expected Range
680199,680,Jeff Davis County,199,Jeff Davis High School,74.1,Within Expected Range
680111,680,Jeff Davis County,111,Jeff Davis Middle School,76.9,Beating the Odds
680105,680,Jeff Davis County,105,Jeff Davis Primary School,61.4,Below Expected Range
779107,779,Jefferson City,107,Jefferson Academy,92.6,Beating the Odds
7793050,779,Jefferson City,3050,Jefferson Elementary School,87.7,Within Expected Range
779174,779,Jefferson City,174,Jefferson High School,88.3,Within Expected Range
779101,779,Jefferson City,101,Jefferson Middle School,88.6,Beating the Odds
6811050,681,Jefferson County,1050,Carver Elementary School,65.2,Within Expected Range
681196,681,Jefferson County,196,Jefferson County High School,57.8,Below Expected Range
6811550,681,Jefferson County,1550,Louisville Academy,59.8,Below Expected Range
681296,681,Jefferson County,296,Louisville Middle School,70.6,Within Expected Range
6813550,681,Jefferson County,3550,Wrens Elementary School,71,Beating the Odds
681396,681,Jefferson County,396,Wrens Middle School,67.5,Within Expected Range
6821050,682,Jenkins County,1050,Jenkins County Elementary School,69,Beating the Odds
682201,682,Jenkins County,201,Jenkins County High School,76.3,Beating the Odds
682101,682,Jenkins County,101,Jenkins County Middle School,73.4,Within Expected Range
683197,683,Johnson County,197,Johnson County Elementary School,79.6,Beating the Odds
683201,683,Johnson County,201,Johnson County High School,66.1,Below Expected Range
683101,683,Johnson County,101,Johnson County Middle School,78.6,Beating the Odds
684101,684,Jones County,101,Clifton Ridge Middle School,75.4,Within Expected Range
684199,684,Jones County,199,Dames Ferry Elementary School,78.6,Within Expected Range
6841550,684,Jones County,1550,Gray Elementary School,71.9,Below Expected Range
684106,684,Jones County,106,Gray Station Middle School,70.4,Below Expected Range
684192,684,Jones County,192,Jones County High School,79.9,Within Expected Range
684102,684,Jones County,102,Mattie Wells Elementary School,68.5,Within Expected Range
684114,684,Jones County,114,Turner Woods Elementary School,79.6,Within Expected Range
685105,685,Lamar County,105,Lamar County Elementary School,54.7,Below Expected Range
685175,685,Lamar County,175,Lamar County High School,77.6,Within Expected Range
685199,685,Lamar County,199,Lamar County Middle School,61.6,Below Expected Range
685205,685,Lamar County,205,Lamar County Primary School,62.3,Below Expected Range
686111,686,Lanier County,111,Lanier County Elementary School,72.3,Within Expected Range
686201,686,Lanier County,201,Lanier County High School,71.3,Within Expected Range
686101,686,Lanier County,101,Lanier County Middle School,75.2,Within Expected Range
6863050,686,Lanier County,3050,Lanier County Primary School,69.1,Within Expected Range
687105,687,Laurens County,105,East Laurens Elementary School,77.7,Beating the Odds
687197,687,Laurens County,197,East Laurens High School,76.6,Beating the Odds
687297,687,Laurens County,297,East Laurens Middle School,85,Beating the Odds
687104,687,Laurens County,104,East Laurens Primary School,84.3,Beating the Odds
687201,687,Laurens County,201,Northwest Laurens Elementary,89.3,Beating the Odds
687101,687,Laurens County,101,Southwest Laurens Elementary,84.9,Beating the Odds
687110,687,Laurens County,110,West Laurens High School,82.6,Beating the Odds
6872054,687,Laurens County,2054,West Laurens Middle School,78.6,Within Expected Range
688197,688,Lee County,197,Kinchafoonee Primary School,84.1,Beating the Odds
688103,688,Lee County,103,Lee County Elementary School,86.3,Beating the Odds
688193,688,Lee County,193,Lee County High School,86.2,Beating the Odds
688114,688,Lee County,114,Lee County Middle School East,73.8,Below Expected Range
688101,688,Lee County,101,Lee County Middle School West,88,Beating the Odds
688187,688,Lee County,187,Lee County Primary School,92.4,Beating the Odds
688209,688,Lee County,209,Lee High School 9th Grade Campus,79.3,Within Expected Range
688393,688,Lee County,393,Twin Oaks Elementary,85.5,Beating the Odds
689105,689,Liberty County,105,Bradwell Institute,75.6,Beating the Odds
689180,689,Liberty County,180,Button Gwinnett Elementary School,62.3,Within Expected Range
689196,689,Liberty County,196,Frank Long Elementary School,64.2,Within Expected Range
689189,689,Liberty County,189,Joseph Martin Elementary School,67.3,Within Expected Range
689197,689,Liberty County,197,Lewis Frasier Middle School,75.5,Beating the Odds
689192,689,Liberty County,192,Liberty County High School,75.5,Within Expected Range
689102,689,Liberty County,102,Liberty Elementary School,80.8,Beating the Odds
689183,689,Liberty County,183,Lyman Hall Elementary School,67.6,Within Expected Range
689101,689,Liberty County,101,Midway Middle School,79.4,Beating the Odds
689195,689,Liberty County,195,Snelson-Golden Middle School,67.4,Within Expected Range
689194,689,Liberty County,194,Taylors Creek Elementary School,72.4,Within Expected Range
689100,689,Liberty County,100,Waldo Pafford Elementary School,72.4,Beating the Odds
690176,690,Lincoln County,176,Lincoln County Elementary School,72.4,Within Expected Range
690110,690,Lincoln County,110,Lincoln County High School,68,Below Expected Range
690101,690,Lincoln County,101,Lincoln County Middle School,78.5,Within Expected Range
691205,691,Long County,205,Long County High School,78,Beating the Odds
691288,691,Long County,288,Long County Middle School,83.8,Beating the Odds
691289,691,Long County,289,McClelland Elementary School,70.1,Within Expected Range
691100,691,Long County,100,Smiley Elementary School,81.2,Beating the Odds
6921050,692,Lowndes County,1050,Clyattville Elementary School,79.2,Beating the Odds
692100,692,Lowndes County,100,Dewar Elementary,72.1,Below Expected Range
692195,692,Lowndes County,195,Hahira Elementary School,88.1,Beating the Odds
6923050,692,Lowndes County,3050,Hahira Middle School,90.1,Beating the Odds
6924050,692,Lowndes County,4050,Lake Park Elementary School,67.6,Below Expected Range
6925050,692,Lowndes County,5050,Lowndes High School,87.3,Beating the Odds
6921052,692,Lowndes County,1052,Lowndes Middle School,85.3,Beating the Odds
692194,692,Lowndes County,194,Moulton-Branch Elementary School,78.5,Beating the Odds
692211,692,Lowndes County,211,Pine Grove Elementary School,64.3,Below Expected Range
692112,692,Lowndes County,112,Pine Grove Middle School,93.8,Beating the Odds
692111,692,Lowndes County,111,Westside Elementary School,77.6,Within Expected Range
693103,693,Lumpkin County,103,Blackburn Elementary School,83.6,Beating the Odds
693191,693,Lumpkin County,191,Long Branch Elementary School,75.2,Within Expected Range
6932050,693,Lumpkin County,2050,Lumpkin County Elementary School,69.5,Below Expected Range
693101,693,Lumpkin County,101,Lumpkin County High School,68.1,Below Expected Range
6931050,693,Lumpkin County,1050,Lumpkin County Middle School,78.6,Within Expected Range
694198,694,Macon County,198,Macon County Elementary School,62.1,Within Expected Range
6942060,694,Macon County,2060,Macon County High School,69.6,Within Expected Range
694199,694,Macon County,199,Macon County Middle School,69.3,Within Expected Range
6951050,695,Madison County,1050,Colbert Elementary School,87,Beating the Odds
6952050,695,Madison County,2050,Comer Elementary School,85.5,Within Expected Range
695195,695,Madison County,195,Danielsville Elementary School,87.7,Beating the Odds
695101,695,Madison County,101,Hull-Sanford Elementary School,70.2,Within Expected Range
6954050,695,Madison County,4050,Ila Elementary School,82.2,Beating the Odds
6955050,695,Madison County,5050,Madison County High School,75.1,Within Expected Range
6951052,695,Madison County,1052,Madison County Middle School,81.9,Beating the Odds
781188,781,Marietta City,188,A.L. Burruss Elementary School,68.5,Below Expected Range
781194,781,Marietta City,194,Dunleith Elementary School,84.5,Beating the Odds
7813050,781,Marietta City,3050,Hickory Hills Elementary School,76.4,Within Expected Range
781294,781,Marietta City,294,Lockheed Elementary School,66.3,Below Expected Range
781106,781,Marietta City,106,Marietta Center for Advanced Academics,91.3,Within Expected Range
781101,781,Marietta City,101,Marietta High School,80.9,Beating the Odds
781203,781,Marietta City,203,Marietta Middle School,80,Beating the Odds
781303,781,Marietta City,303,Marietta Sixth Grade Academy,80.6,Beating the Odds
7812052,781,Marietta City,2052,Park Street Elementary School,63.5,Below Expected Range
781104,781,Marietta City,104,Sawyer Road Elementary School,80.5,Beating the Odds
7815052,781,Marietta City,5052,West Side Elementary School,77.9,Below Expected Range
696197,696,Marion County,197,L. K. Moss Elementary School,72.9,Beating the Odds
696275,696,Marion County,275,Marion County Middle/High School,65.5,Within Expected Range
697191,697,McDuffie County,191,Dearing Elementary School,70,Below Expected Range
697179,697,McDuffie County,179,Maxwell Elementary School,66.6,Within Expected Range
697113,697,McDuffie County,113,Norris Elementary School,71.4,Beating the Odds
6974050,697,McDuffie County,4050,Thomson Elementary School,65,Within Expected Range
697192,697,McDuffie County,192,Thomson High School,67.9,Below Expected Range
697112,697,McDuffie County,112,Thomson-McDuffie Middle School,63.4,Below Expected Range
698104,698,McIntosh County,104,McIntosh Academy,68.2,Within Expected Range
698101,698,McIntosh County,101,McIntosh County Middle School,70.1,Within Expected Range
698205,698,McIntosh County,205,Todd Grant Elementary School,63.6,Below Expected Range
699102,699,Meriwether County,102,George E. Washington Elementary School (PK-5),50.6,Below Expected Range
699300,699,Meriwether County,300,Greenville High School,57.7,Below Expected Range
699401,699,Meriwether County,401,Greenville Middle School,69.9,Within Expected Range
6994050,699,Meriwether County,4050,Manchester High School,77,Beating the Odds
6995050,699,Meriwether County,5050,Manchester Middle School,60.3,Below Expected Range
699200,699,Meriwether County,200,Mountain View Elementary School,77.5,Beating the Odds
699100,699,Meriwether County,100,Unity Elementary School (PK-5),56.8,Below Expected Range
700110,700,Miller County,110,Miller County Elementary School,74.7,Beating the Odds
700210,700,Miller County,210,Miller County High School,61.2,Below Expected Range
700310,700,Miller County,310,Miller County Middle School,72,Within Expected Range
701105,701,Mitchell County,105,Baconton Community Charter School,64.5,Below Expected Range
701111,701,Mitchell County,111,Mitchell County Elementary School,47.2,Below Expected Range
701282,701,Mitchell County,282,Mitchell County High School,59.2,Below Expected Range
701197,701,Mitchell County,197,Mitchell County Middle School,49.8,Below Expected Range
701198,701,Mitchell County,198,Mitchell County Primary School,37.1,Below Expected Range
702111,702,Monroe County,111,Katherine B. Sutton Elementary School,85.8,Beating the Odds
702184,702,Monroe County,184,Mary Persons High School,86.7,Beating the Odds
702113,702,Monroe County,113,"Monroe County Middle School, Banks Stephens Campus",84.6,Beating the Odds
702205,702,Monroe County,205,Samuel E. Hubbard Elementary School,89.6,Beating the Odds
702105,702,Monroe County,105,T.G. Scott Elementary School,89,Beating the Odds
703107,703,Montgomery County,107,Montgomery County Elementary School,70.9,Within Expected Range
703201,703,Montgomery County,201,Montgomery County High School,78.8,Beating the Odds
703101,703,Montgomery County,101,Montgomery County Middle School,85.4,Beating the Odds
