ID_NUMBER,FACILITY_NAME,FULL_ENFORCEMENT,HREPORT_UNIVERSE_RECORD,STREET_ADDRESS,CITY_NAME,STATE_CODE,ZIP_CODE,LATITUDE83,LONGITUDE83,FED_WASTE_GENERATOR,ACTIVE_SITE,OPERATING_TSDF,NAICS_CODE
GAR000000547,STARMOUNT FIRESTONE,------,Other,4013 BUENA VISTA RD,COLUMBUS,GA,31907,32.462845,-84.926655,N  ,-----,------         ,
GAD095810354,DESIGNS OF AMERICUS,------,Other,483 INDUSTRIAL BLVD,AMERICUS,GA,31709,32.116111,-84.2125,N  ,-----,------         ,
GAD981262223,TURNER DAVID PAINT & BODY,------,Other,RT 5 DIETZ RD,RINGGOLD,GA,30736,,,N  ,-----,------         ,
GAD981274673,ZIPPY MART GA539,------,Other,519 S DAVIS ST,NASHVILLE,GA,31639,31.200493,-83.250927,N  ,-----,------         ,
GAD981235831,TILLMANS ONE HOUR VALET,------,Other,3183 VICTORY DR,COLUMBUS,GA,31903,32.4337,-84.956057,N  ,-----,------         ,81232
GAD981259831,TNK PRECISION USA CORP,------,Other,150 ADAMSON INDUSTRIAL BLVD,CARROLLTON,GA,30117,33.61125,-85.108684,N  ,-----,------         ,
GAD981238066,TRANSCOLOR INC,------,Other,1600 S SLAPPEY BLVD,ALBANY,GA,31706,31.558518,-84.176503,N  ,-----,------         ,
GAD981220718,PROFESSIONAL CLEANERS,------,Other,7 BROAD ST,ROME,GA,30161,34.251818,-85.175723,N  ,-----,------         ,
GAD981233182,QUALITY FORD,------,Other,1541 FIRST AVE,COLUMBUS,GA,31901,,,N  ,-----,------         ,44111
GAD981260128,SMITHS AUTO SERVICE,------,Other,579 HARMONY DR,ELBERTON,GA,30635,34.10407,-82.85216,N  ,-----,------         ,
GAD061467650,EU BET,------,Other,202 BURNT MT ROAD,JASPER,GA,30143,34.470087,-84.425447,N  ,-----,------         ,81232
GAD984297549,SOUTHERN AIR TRANSPORTATION,------,Other,211 MARSHALL AVE,WARNER ROBINS,GA,31093,32.620387,-83.602625,N  ,-----,------         ,
GAR000035444,PLEASANTDALE CROSSING APARTMENTS,------,Other,1000 PLEASANTDALE RD,ATLANTA,GA,30341,,,N  ,-----,------         ,53111
GAD981223472,SHEPARDS AUTO & TRUCK REPAIR,------,Other,430 N COLEMAN ST,SWAINSBORO,GA,30401,32.604325,-82.337408,N  ,-----,------         ,811118
GAD003401106,CONTINENTAL TIMBER CORPORATION,------,Other,2801 EAST 13TH STREET,CORDELE,GA,31015,,,N  ,-----,------         ,332813
GAR000015297,TURNER MIDDLE SCHOOL,------,Other,98 ANDERSON AVE,ATLANTA,GA,30314,33.75187,-84.445218,N  ,-----,------         ,61111
GAR000023242,COLLINS & AIKMAN PRODUCTS,------,Other,102 SWETT AVE,AMERICUS,GA,31709,,,N  ,-----,------         ,32615
GAR000008656,MURPHY MECHANICAL SERVICES INC,------,Other,638 SWANN RD,JEFFERSON,GA,30549,34.0701,-83.578812,N  ,-----,------         ,
GAD984296467,VALDOSTA PHILLIPS 66,------,Other,GA 94 & I-75 EXIT 5,VALDOSTA,GA,31601,,,N  ,-----,------         ,
GAD981267719,MALONES ONE HOUR MARTINIZING,------,Other,918 HWY 27 BYPASS,CARROLLTON,GA,30117,,,N  ,-----,------         ,
GAR000016774,MAIN STREET COLLISION,------,Other,816 JOE FRANK HARRIS PKWY,CARTERSVILLE,GA,30120,,,N  ,-----,------         ,
GAD984298968,EL CHEAPO 43,------,Other,HWY 21 & SILVERWOOD DR,RINCON,GA,31326,,,N  ,-----,------         ,
GAD981282510,ELLIOTT BILL RACING INC,------,Other,2367 ELLIOTT FAMILY PKWY BLDG5,DAWSONVILLE,GA,30534,34.46109,-84.174332,N  ,-----,------         ,
GAR000003350,LIFETIME CABINETS INC,------,Other,601 KELLAM RD,DUBLIN,GA,31021,32.52695,-82.927714,N  ,-----,------         ,
GAD981221138,BRACKETT DRY CLEANERS,------,Other,114 N MARBLE ST,ROCKMART,GA,30153,33.997623,-85.050985,N  ,-----,------         ,
GAD981222730,TRIDENT FORD-MERCURY INC,------,Other,2030 HWY 40 EAST,KINGSLAND,GA,31548,,,N  ,-----,------         ,44111
GAD981271851,SHOW CAR PAINT & BODY,------,Other,4136 WASHINGTON ST,COVINGTON,GA,30209,33.595186,-83.865926,N  ,-----,------         ,
GAD981222326,RICH MILES CHRYSLER PLYMOUTH,------,Other,4051 BUFORD HWY,ATLANTA,GA,30345,33.861378,-84.308147,N  ,-----,------         ,44111
GA8000500001,UNITED STATES CUSTOMS LAB,------,Other,607 ABERCORN ST 3RD FLOOR,SAVANNAH,GA,31401,,,N  ,-----,------         ,
GAD981230402,GEORGIAN CLEANERS,------,Other,25 JONES ST,LAVONIA,GA,30553,34.432097,-83.105492,N  ,-----,------         ,81232
GAD981269699,GRINER TOMMY PONTIAC CADILLAC,------,Other,505 N ASHLEY ST,VALDOSTA,GA,31601,30.836555,-83.279795,N  ,-----,------         ,
GAR000031450,HUGHES SUPPLY INC,------,Other,6445 MCDONOUGH DR,NORCROSS,GA,30093,,,N  ,-----,------         ,44419
GAD981233307,TIFT REGIONAL HEALTH SYSTEM INC ,------,SQG,901 EAST 18TH STREET,TIFTON,GA,31794,31.470166,-83.492251,2  ,H----,------         ,62211
GAD981021371,LAWRENCE SMITH PLANING MILL INC,------,Other,SWINT ROAD,ORCHARD HILL,GA,30226,,,N  ,-----,------         ,
GAR000027821,DRY CLEAN CITY,------,Other,571 LAKES BLVD,LAKE PARK,GA,31636,,,N  ,-----,------         ,
GAD981222417,CENTRAL INTERNATIONAL TRUCKS INC,------,Other,3799 BROWNS MILL RD SE,ATLANTA,GA,30354,33.653299,-84.393314,N  ,-----,------         ,
GAD053611273,CONDITION MONITORING SERVICES,------,Other,5970 UNITY DRIVE SUITE F,NORCROSS,GA,30071,33.914367,-84.205742,N  ,-----,------         ,
GAR000007062,ALL AMERICAN CLEANERS,------,Other,1910 HWY 20 STE 160,CONYERS,GA,30208,33.639651,-84.014321,N  ,-----,------         ,
GAR000058545,AP SPECIALTY METALS,------,Other,1900 GRASSLAND PKWY,ALPHARETTA,GA,30004,,,N  ,-----,------         ,311
GAD981282965,ANDREWS & SMITH BODY SHOP,------,Other,ROUTE 1,ELBERTON,GA,30635,,,N  ,-----,------         ,
GA0000362418,ALTMAN PONTIAC BUICK GMC,------,Other,400 NORTHSIDE DR,STATESBORO,GA,30458,,,N  ,-----,------         ,
GAD981244163,ADAMSON DRY CLEANERS,------,Other,109 HICKS ST,CALHOUN,GA,30701,34.500693,-84.951804,N  ,-----,------         ,81232
GAD981222995,BRANNEN CLINT FLM INC,------,Other,I-75 & TREMONT RD,CORDELE,GA,31015,,,N  ,-----,------         ,
GAR000009746,CORDANT TECHNOLOGIES INC-WOODBINE,------,Other,5954 HARRIETT'S BLUFF RD EAST,WOODBINE,GA,31569,,,N  ,-----,------         ,
GAD981216534,PINEVIEW MARTINIZING CLEANERS,------,Other,6141 OLD NATIONAL HWY,COLLEGE PARK,GA,30349,33.58757,-84.469361,N  ,-----,------         ,81232
GAD981270598,BRAKE PRO INC,------,Other,101 BROWN FARM RD,CARTERSVILLE,GA,30120,34.129834,-84.854796,N  ,-----,------         ,
GAR000014837,KINCAIDS GROCERY,------,Other,4504 HWY 52 EAST,DAWSONVILLE,GA,30534,,,N  ,-----,------         ,
GAD984312835,MAIN STREET CHEVROLET GEO,------,Other,539 EAST MAIN ST,CARTERSVILLE,GA,30120,34.173003,-84.779673,N  ,-----,------         ,
GAD981278229,CLASSY CHASSIS,------,Other,1316 QUACCO RD,SAVANNAH,GA,31419,32.061444,-81.27144,N  ,-----,------         ,
GAD981224959,CRYSTAL VALLEY MERCEDES REPAIR,------,Other,6005 MACON RD,COLUMBUS,GA,31907,32.509114,-84.893141,N  ,-----,------         ,811118
GAR000032672,AUGUSTA TRAFFIC ENGEERING FACILITY,------,Other,328 RIVER FRONT DR,AUGUSTA,GA,30901,,,N  ,-----,------         ,23411
GAD984323006,INDUSTRIAL TRACTOR COMPANY,------,Other,1 PROSPERITY DR,SAVANNAH,GA,31412,32.078011,-81.196243,N  ,-----,------         ,
GA0000963587,EXPERT TIRE,------,Other,3843 BLOOMFIELD RD,MACON,GA,31206,32.818066,-83.697214,N  ,-----,------         ,
GAR000036525,OCONEE BUSINESS & INDUSTRIAL CENTER,------,Other,1371 WILLOW RUN RD,GREENSBORO,GA,30642,,,N  ,-----,------         ,53112
GAD981248818,PELHAM AUTOMATIC TRANSMISSION,------,Other,280 GLAUSIER ST NE,PELHAM,GA,31779,31.132209,-84.148414,N  ,-----,------         ,
GAD047602123,POLLARD LUMBER CO INC,------,VSQG,5863 WASHINGTON RD/HWY 104,APPLING,GA,30802,33.614496,-82.263506,3  ,H----,------         ,321114
GAD047602123,POLLARD LUMBER CO INC,------,VSQG,5863 WASHINGTON RD/HWY 104,APPLING,GA,30802,33.614496,-82.263506,3  ,H----,------         ,321113
GAD106680002,BMCA CALHOUN,------,Other,100 MARINE DR,CALHOUN,GA,30701,34.461543,-84.925189,N  ,-----,------         ,333618
GAD981268311,BILLS TRANSMISSION,------,Other,1803 MURRAY AVE,DALTON,GA,30720,,,N  ,-----,------         ,
GAD048711972,VALSPAR COATINGS,------,Other,9308 INDUSTRIAL DR,COVINGTON,GA,30014,33.614825,-83.844068,N  ,-----,------         ,32551
GAD981234016,VALDOSTA LINCOLN MERCURY,------,Other,2590 NORTH VALDOSTA RD,VALDOSTA,GA,31601,30.879627,-83.30138,N  ,-----,------         ,44111
GAR000008235,HARRELL CO,------,Other,HWY 97 N 17 MI N OF BAINBRIDGE,VADA,GA,31717,,,N  ,-----,------         ,
GAD981223548,REGENCY NISSAN INC,------,Other,606 N DAVIS DR,WARNER ROBINS,GA,31093,32.631609,-83.612882,N  ,-----,------         ,44111
GAD981260201,SLAUGHTER PAINT & BODY SHOP INC,------,Other,624 FLINT AVE,ALBANY,GA,31701,31.579804,-84.162864,N  ,-----,------         ,
GAD981229230,WILKES DEAN PAINT & BODY,------,Other,409 W 31ST ST,SAVANNAH,GA,31401,32.062761,-81.102799,N  ,-----,------         ,
GAR000001313,EVENFLO CO INC,------,Other,1000 EVENFLO DR,CANTON,GA,30114-0709,,,N  ,-----,------         ,
GAD981249246,CAB LIFT ATLANTA,------,Other,1210 ALLENE AVE SW,ATLANTA,GA,30310,33.721339,-84.412484,N  ,-----,------         ,
GAR000033787,CARROLL CO SCHOOLS TRANSPORTATION,------,Other,46 HORSLEY MILL RD,CARROLLTON,GA,30117,33.576179,-85.04628,N  ,-----,------         ,
GAD984321075,CHAMBLEE PLAZA CLEANERS,------,Other,5554 PEACHTREE IND BLVD,CHAMBLEE,GA,30341,,,N  ,-----,------         ,
GAD981218647,THE DRY CLEANING STORE,------,Other,RT 11 COLLEGE SQUARE SHP CTR,GAINESVILLE,GA,30501,,,N  ,-----,------         ,81232
GAR000025502,RADISSON-SAVANNAH,------,Other,411 W BAY ST,SAVANNAH,GA,31401,,,N  ,-----,------         ,72111
GAD981223035,ROBERTS TRUCK CENTER INC,------,Other,501 BOURNE AVE,GARDEN CITY,GA,31408,32.121589,-81.187121,N  ,-----,------         ,42311
GAR000013987,HARRISON POULTRY,------,Other,STAR ST,BETHLEHEM,GA,30620,,,N  ,-----,------         ,
GAR000038992,METRO STATE PRISON,------,Other,1301 CONSTITUTION RD,ATLANTA,GA,30316,,,N  ,-----,------         ,92214
GAD981236557,"SHAW, PLANT 20",------,VSQG,1020 RIVERBEND DR.,DALTON,GA,30721,34.758354,-84.95276,3  ,H----,------         ,49319
GAR000033357,PARKER RESIDENCE,------,Other,4035 GAY RD,GREENVILLE,GA,30222,,,,-----,------         ,
GAD984299107,EL CHEAPO 4 SOMMERS 14,------,Other,NINTH ST & COLUMBIA AVE,RINCON,GA,31326,32.290078,-81.234511,N  ,-----,------         ,
GAR000011684,BYRONS SPA INC,------,Other,201 HOOKER CEMETARY RD,WILDWOOD,GA,30757,,,N  ,-----,------         ,
GAD981244353,BIG ALS,------,Other,330 W FORSYTH ST,AMERICUS,GA,31709,32.073207,-84.235126,N  ,-----,------         ,
GA0000053140,LJL TRUCK CENTER INC,------,Other,1231 GORDON HWY,AUGUSTA,GA,30901,33.457082,-81.967774,N  ,-----,------         ,
GAR000021782,TRAINGLE CONSTRUCTION CO,------,Other,150 BLOSSUM DR,SAVANNAH,GA,31402-2401,,,N  ,-----,------         ,
GAD984298620,MURPHY OIL USA INC,------,Other,304 WEST CURRAHEE,TOCCOA,GA,30577,34.577341,-83.333173,N  ,-----,------         ,
GAD981218340,BATASTINI CLEANERS,------,Other,407 12TH AVE,COLUMBUS,GA,31901,32.468492,-84.987434,N  ,-----,------         ,81232
GAD981219520,BCRE INVESTMENTS LLC,------,Other,2704 WASHINGTON RD,AUGUSTA,GA,30904,33.508324,-82.023282,N  ,-----,------         ,81232
GAR000021311,MICHAEL MOORES AUTO PAINT BS,------,Other,2814 S CARPENTER RD,TIFTON,GA,31794,31.438162,-83.547,N  ,-----,------         ,811121
GAR000033290,MANSFIELD ROAD SITE,------,Other,MANSFIELD RD,RYDAL,GA,30171,,,N  ,-----,------         ,112111
GAD980845333,ROBERTSHAW CONTROLS COMPANY,------,Other,101 SAILORS DR,ELLIJAY,GA,30540,,,N  ,-----,------         ,335221
GAD984295568,DUBLIN DISTRIBUTION,------,Other,415 EAST JACKSON STREET,DUBLIN,GA,31021,32.541727,-82.899854,N  ,-----,------         ,
GAD981237217,JASPER JEEP SALES INC,------,Other,HWY 5 APPALACHIAN TR,JASPER,GA,30143,,,N  ,-----,------         ,44111
GA0000597146,ABRAHAM BALDWIN COLLEGE,------,VSQG,2802 MOORE HWY,TIFTON,GA,31794-2601,31.485158,-83.526117,3  ,H----,------         ,611310
GAD984318881,APACHE TRANSPORT  INC,------,Other,213 CHERRY HILL RD,MONROE,GA,30665,,,N  ,-----,------         ,
GAD984311894,BRUNSWICK NISSAN INC,------,Other,6124 ALTAMA AVE,BRUNSWICK,GA,31525,31.217501,-81.479569,N  ,-----,------         ,
GAD981261365,HARBIN'S BODY SHOP INC,------,VSQG,3131 LENORA CHURCH RD,SNELLVILLE,GA,30278,33.803396,-84.003421,3  ,H----,------         ,811121
GAR000001065,APAC GA INC BALLENGER DIV,------,Other,4156 PIO NONO AVE,MACON,GA,31206,,,N  ,-----,------         ,11111
GAD981233463,SHERWIN WILLIAMS,------,Other,2800 SAWNEE AVE,BUFORD,GA,30518,34.124648,-84.000524,N  ,-----,------         ,44412
GAR000010363,"PENSKE TRUCK LEASING CO., LP",------,VSQG,6655 BEST FRIEND RD,NORCROSS,GA,30071,33.917554,-84.224818,3  ,H----,------         ,53212
GAR000014175,WM SHEPPARD LUMBER CO INC,------,Other,HWY 80 EAST,BROOKLET,GA,30415,,,N  ,-----,------         ,
GAR000029033,CENTRAL OF GA BATTLEFIELD PARK,------,Other,CORNER OF MLK JR & LOUISVILLE,SAVANNAH,GA,31401,,,N  ,-----,------         ,
GAR000027474,EATON AEROSPACE INC TOCCOA2,------,Other,MEADOWBROOK RD,TOCCOA,GA,30577-0189,,,N  ,-----,------         ,334613
GA0000080408,FUJI PHOTO FILM USA INC,------,Other,2450 SATELLITE BLVD,DULUTH,GA,30136,34.000379,-84.078087,N  ,-----,------         ,
GAR000011494,TDK ELECTRONICS CORP,------,Other,611 HWY 74 S,PEACHTREE CITY,GA,30269,,,N  ,-----,------         ,334613
GAR000040956,NORTH GEORGIA MEDICAL CENTER - LUMPKIN,------,Other,227 MOUNTAIN DR,DAHLONEGA,GA,30533,34.523013,-83.975973,N  ,-----,------         ,62211
GAD981222847,BOBBY JONES FORD INC,------,Other,3480 WRIGHTSBORO RD,AUGUSTA,GA,30909,33.465222,-82.087479,N  ,-----,------         ,
GA0000487298,HOKUSHIN CORP,------,Other,2074 EAST PARK DR,CONYERS,GA,30208,33.664148,-83.977684,N  ,-----,------         ,53249
GAR000009654,FORTSON'S JANITORIAL INC,------,Other,677 DOUBLEBRIDGE RD CONN,DEMOREST,GA,30535,,,N  ,-----,------         ,
GAD981270101,DURO COAT INC,------,Other,6432 WARREN DR,NORCROSS,GA,30093,33.908094,-84.217351,N  ,-----,------         ,
GAR000030379,UNITED STATES CAN COMPANY,------,Other,1101 COMMERCE DR,MORROW,GA,30260,,,N  ,-----,------         ,
GAD130792641,FEDERAL PAPER BOARD,------,Other,HIGHWAY 56 @ 56 LOOP,AUGUSTA,GA,30903,,,N  ,-----,------         ,
GAD056204480,SONOCO PRODUCTS CO,------,Other,2490 MARIETTA RD NW,ATLANTA,GA,30318,33.823768,-84.457119,N  ,-----,------         ,
GAD984319798,SOUTHEASTERN LABEL CO INC,------,Other,3592 PIERCE DR,CHAMBLEE,GA,30341,33.895011,-84.307767,N  ,-----,------         ,
GAD092641596,PHILLIPS & BROOKS,------,Other,2765C BANKERS INDUSTRIAL,DORAVILLE,GA,30340,,,N  ,-----,------         ,
GAD981233240,JIM ELLIS ATLANTA INC,------,Other,5901 PEACHTREE IND BLVD,ATLANTA,GA,30341,33.910269,-84.289375,N  ,-----,------         ,44111
GAD984299180,GENUINE PARTS CO,------,Other,1007 ALPHARETTA ST,ROSWELL,GA,30070,,,N  ,-----,------         ,
GAR000043075,DAWN FOOD PRODUCT,------,Other,4400 DAWN FOODS PKWY,DOUGLASVILLE,GA,30134,,,N  ,-----,------         ,49312
GAR000056465,SPECIALTY CASEWORKS,------,Other,101 ETHAN ALLEN DR,DAHLONEGA,GA,30533,,,N  ,-----,------         ,321211
GAD984299909,WHITE HOUSE CLEANERS,------,Other,4165 WHEELER ROAD,MARTINEZ,GA,30907,33.487896,-82.121549,N  ,-----,------         ,81232
GAD033585985,ST SERVICES AUGUSTA TERMINAL,------,Other,209 SANDBAR FERRY ROAD,AUGUSTA,GA,30901-1849,33.465788,-81.944285,N  ,-----,------         ,42271
GAD981268329,BURCH LOWE,------,Other,HWY 201 EAST,TUNNEL HILL,GA,30755,,,N  ,-----,------         ,
GAD984292342,DANIELS ONE HOUR CLEANERS,------,Other,537 OGLETHORPE BLVD,HINESVILLE,GA,31313,,,N  ,-----,------         ,
GAD981270259,GREGORY PRINTING CO,------,Other,1407 ABUTMENT RD,DALTON,GA,30720,34.752529,-84.962938,N  ,-----,------         ,
GAR000036111,TERMINIX #2278,------,Other,147 PEACHTREE PKWY,BYRON,GA,31008,,,N  ,-----,------         ,56171
GAD981245291,"ARROWHEAD ALTERNATOR, INC",------,Other,11681 HASTINGS BRIDGE RD,LOVEJOY,GA,30250,,,N  ,-----,------         ,336312
GAD981270044,DULUTH EXPRESS /PRIDE CLEANERS,------,Other,12315 CRABAPPLE RD,ALPHARETTA,GA,30201,,,N  ,-----,------         ,
GAR000002188,MID GA ENVIRONMENTAL,------,Other,412 SAWTELL AVE,ATLANTA,GA,30315,33.708805,-84.374214,N  ,H----,------         ,562119
GAR000023192,ALLSOUTH ENVIRONMENTAL SERVICES INC,------,Transporter,3140 ELLENWOOD INDUSTRIAL DR,ELLENWOOD,GA,30294,33.613893,-84.288306,N  ,H----,------         ,54133
GAD981264666,PPG INDUSTRIES INC #1249,------,Other,5245 WESTGATE DR,ATLANTA,GA,30336,33.740901,-84.561628,N  ,-----,------         ,
GAD007796204,MILAN EXPRESS CO INC,------,Other,1622 CEDAR GROVE RD,CONLEY,GA,30288,33.65725,-84.322921,N  ,-----,------         ,42193
GAR000038448,ADVANCED FUEL SYSTEMS GEORGIA,------,Transporter,5257 PROCTOR LANDING,ACWORTH,GA,30101,34.056182,-84.701823,N  ,H----,------         ,562112
GAR000060707,RADIUS RECYCLING INC ,------,Other,301 INDUSTRIAL PARK RD NE,CARTERSVILLE,GA,30121,34.185739,-84.736521,N  ,H---S,------         ,42393
GAR000060251,SCHNITZER SOUTHEAST LLC,------,Other,1645 7TH STREET,MACON,GA,31201,32.829852,-83.622929,N  ,H----,------         ,42393
GAR000049924,SIMONTON BUILDING PRODUCTS,------,Other,129 N COMMERCE DR,LYONS,GA,30436,,,N  ,-----,------         ,326199
GAD981242613,KAWNEER CO INC,------,Other,7468 HWY 54,JONESBORO,GA,30236,33.551737,-84.347845,N  ,-----,------         ,
GAD984304345,LEWIS CLEANERS,------,Other,203 BANKS STATION,FAYETTEVILLE,GA,30214,,,N  ,-----,------         ,
GAR000001156,UNIQUE PLASTIC PACKAGING,------,Other,265 JOHN B BROOKS RD,PENDERGRASS,GA,30567,,,N  ,-----,------         ,
GAD033734716,GIW  INDUSTRIES INC GROVETOWN DIV,------,Other,5000 WRIGHTSBORO RD,GROVETOWN,GA,30813,33.451667,-82.196667,N  ,-----,------         ,333911
GAD033734716,GIW  INDUSTRIES INC GROVETOWN DIV,------,Other,5000 WRIGHTSBORO RD,GROVETOWN,GA,30813,33.451667,-82.196667,N  ,-----,------         ,331511
GAR000029629,DIXIE PIPELINE-ALBANY TERMINAL,------,Other,1716 LIBERTY EXPRESSWAY SE,ALBANY,GA,31705,,,N  ,-----,------         ,
GAR000016766,MARIETTA COLLISION INC,------,Other,1715 COBB PARKWAY,MARIETTA,GA,30063,,,N  ,-----,------         ,
GAR000034520,JEFFERSON RECYCLING LLC,------,Other,8310 HWY 41 SOUTH,RINGGOLD,GA,30736,,,N  ,-----,------         ,56292
GAR000022798,WAL-MART SUPERCENTER #2988,------,Other,HWY 136/US HWY 27,LAFAYETTE,GA,30728,,,N  ,-----,------         ,
GAR000036095,VALSPAR CORPORATION C/O CARRY-ON TRAILER,------,Other,101 JOE HARVEY ST,LAVONIA,GA,30553,,,N  ,-----,------         ,32551
GAD981216880,HOT WHEELS IMPORTS COLLISION INC,------,VSQG,847 BARNES MILL RD,MARIETTA,GA,30062,33.963913,-84.521713,3  ,H----,------         ,811121
GAD981273782,FEDERAL EXPRESS CORP,------,Other,2441 CHESHIRE BRIDGE RD,ATLANTA,GA,30324,33.8208,-84.350999,N  ,-----,------         ,
GAD042989897,METALFLEX MFG CO INC,------,Other,507 INDUSTRIAL BLVD,MCDONOUGH,GA,30253,33.41999,-84.169533,N  ,-----,------         ,332323
GAD981216922,VOYLES ED CHRYSLER PLYMOUTH,------,Other,789 COBB PKWY,MARIETTA,GA,30062,,,N  ,-----,------         ,44111
GAR000036376,SOUTHEAST HIGH -  BIBB CO PUBLIC SCHOOLS,------,Other,1070 ANTHONY RD,MACON,GA,31204,,,N  ,-----,------         ,61111
GAD981218290,JAY PONTIAC BODY SHOP,------,Other,1325 VICTORY DR,COLUMBUS,GA,31903,32.446893,-84.97722,N  ,-----,------         ,44111
GAD981027899,CONTINENTAL CLEANERS,------,Other,1134 43RD STREET,COLUMBUS,GA,31904,32.505006,-84.974958,N  ,-----,------         ,81232
GAR000037374,PALMER JOHNSON,------,Other,301 N LATHROP AVE-GRP BLDG,SAVANNAH,GA,31415,,,N  ,-----,------         ,33661
GAD984311928,J & J AUTO SALES & SERVICE,------,Other,427 US 19 S,THOMASVILLE,GA,31792-0000,,,N  ,-----,------         ,
GAR000036632,REGENCY CENTER LP,------,Other,580 ATLANTA RD STE 202A,CUMMING,GA,30040,,,N  ,-----,------         ,81232
GAD984310169,STEUART HOLDING COMPANY LLC,------,Other,3618 OGEECHEE RD,SAVANNAH,GA,41305,32.049703,-81.158848,N  ,-----,------         ,
GAD981222334,RIDGE CREEK INDUSTRIES LLC,------,Other,7184 WASHINGTON ST,COVINGTON,GA,30014,33.590208,-83.875786,N  ,-----,------         ,321999
GAD981266257,PARKER BROTHERS CHROME PLATING,------,Other,190 WARD MT RD,KINGSTON,GA,30145,34.290724,-85.068365,N  ,-----,------         ,
GAR000039081,MARTHA'S DRY CLEANING,------,Other,4608B SKIDDAWAY RD,SAVANNAH,GA,31404,,,N  ,-----,------         ,81232
GAD981256605,TEXPRINT INC,------,Other,2730 WEAVER RD,MACON,GA,31297,32.816826,-83.556451,N  ,-----,------         ,
GAD981218597,KENDRICK PAINT & BODY SHOP INC,------,VSQG,1333 BROAD STREET,AUGUSTA,GA,30901,33.478965,-81.976436,3  ,H----,------         ,81112
GAD981218597,KENDRICK PAINT & BODY SHOP INC,------,VSQG,1333 BROAD STREET,AUGUSTA,GA,30901,33.478965,-81.976436,3  ,H----,------         ,811121
GAR000000265,FARLEY HOMES APARTMENTS,------,Other,SHEPARD ST,COLUMBUS,GA,31993,,,N  ,-----,------         ,
GAD981223357,AAMCO TRANSMISSIONS,------,Other,2705 ATLANTA HWY,ATHENS,GA,30606,33.94607,-83.428101,N  ,-----,------         ,
GAD981222714,DEENS MACK AUTO RPR,------,Other,805 J ST,WAYCROSS,GA,31501,31.218143,-82.368353,N  ,-----,------         ,811118
GAR000020396,BILL HEARD CHEVROLET-OLDSMOBLE,------,Other,950 BARRETT PKWY,KENNESAW,GA,30144,,,N  ,-----,------         ,
GAR000011023,BUILT RITE TRANSMISSIONS,------,Other,301 E HWY 80,BLOOMINGDALE,GA,31302,,,N  ,-----,------         ,
GAR000022350,IBM TUCKER,------,Other,5044B SOUTH ROYUAL ATLANTA DR,TUCKER,GA,30358,,,N  ,-----,------         ,
GAR000020032,LAW & COMPANY,------,Other,3770 GREEN INDUSTRIAL WAY,CHAMBLEE,GA,30341,,,N  ,-----,------         ,
GAR000017640,MAINSHIP CORPORATION,------,Other,548 INDUSTRIAL BLVD,MIDWAY,GA,31320,,,N  ,-----,------         ,336612
GAD981259955,ROADWAY EXPRESS INC,------,Other,DOXAL GAS BLDG PELHAM HWY,CAIRO,GA,31728,,,N  ,-----,------         ,11111
GAD981223696,SOUTHERN BUSINESS MACHINES,------,Other,4302 WATERS AVE,SAVANNAH,GA,31404,32.036216,-81.090165,N  ,-----,------         ,
GAD981216757,UNIVERSITY MOTORS INC,------,Other,2740 ATLANTA HWY,ATHENS,GA,30604,33.945932,-83.42935,N  ,-----,------         ,44111
GAR000037135,BRINK'S US,------,Other,1212 HUFF RD NW,ATLANTA,GA,30318,,,N  ,-----,------         ,561613
GA0001045194,WT STANDARD AUTOMOTIVE COLLISION,------,Other,1425 LONDONDERRY DR,WOODSTOCK,GA,30188,34.084152,-84.50348,N  ,-----,------         ,811121
GAR000033159,ROME TOOL & DIE CO,------,Other,113 HEMLOCK ST,ROME,GA,30161,,,N  ,-----,------         ,332116
GAR000027367,WAL-MART STORE #1111,------,Other,1421 E FRANKLIN ST,HARTWELL,GA,30643,,,N  ,-----,------         ,
GAD984320994,CLAUSSEN CONCRETE CO,------,Other,109 LANEY WALKER BLVD,AUGUSTA,GA,30901,33.45738,-81.956169,N  ,-----,------         ,
GA0000090845,EJ FOOTWEAR CORP LLC,------,Other,672 SHOE FACTORY RD,BLAIRSVILLE,GA,30512,34.87174,-83.947439,N  ,-----,------         ,
GAD981237761,FAIRWAY OLDS SUBARU,------,Other,1021 E OGLETHORPE EXPWY,ALBANY,GA,31705,31.572895,-84.130523,N  ,-----,------         ,44111
GAD981220627,FITZGERALD FORD/LINCOLN/MERCURY,------,Other,220 S GRANT,FITZGERALD,GA,31750,31.713252,-83.252976,N  ,-----,------         ,44111
