2020 Census Tract,Total Rental Units with Severe Housing Problems and Equal to or less than 80% AMI,Total Rental Units Equal to or less than 80% AMI,% of rental units occupied by 80% AMI and below with Severe Housing Problems
13255160500,170,820,0.2073170731707317
13255160600,45,150,0.3
13255160701,90,970,0.09278350515463918
13255160702,0,65,0
13255160800,540,1165,0.463519313304721
13255160900,133,595,0.2235294117647059
13255161000,270,500,0.54
13255161100,134,315,0.4253968253968254
13255161201,0,55,0
13255161202,250,660,0.3787878787878788
13257970101,195,425,0.4588235294117647
13257970102,80,205,0.3902439024390244
13257970201,0,160,0
13257970202,20,20,1
13257970301,64,500,0.128
13257970302,80,425,0.18823529411764706
13257970401,20,100,0.2
13257970402,10,155,0.06451612903225806
13259950100,24,195,0.12307692307692308
13259950400,50,295,0.1694915254237288
13261950100,10,70,0.14285714285714285
13261950200,185,575,0.3217391304347826
13261950300,260,585,0.4444444444444444
13261950400,119,190,0.6263157894736842
13261950500,44,210,0.20952380952380953
13261950600,165,325,0.5076923076923077
13261950700,375,1195,0.3138075313807531
13261950800,10,59,0.1694915254237288
13263960100,19,200,0.095
13263960200,69,235,0.2936170212765957
13263960300,4,80,0.05
13265010200,35,115,0.30434782608695654
13267950100,15,290,0.05172413793103448
13267950202,10,295,0.03389830508474576
13267950203,70,465,0.15053763440860216
13267950204,0,60,0
13267950300,93,220,0.42272727272727273
13267950401,0,165,0
13267950402,105,290,0.3620689655172414
13269950100,0,50,0
13269950200,59,155,0.38064516129032255
13269950301,70,475,0.14736842105263157
13269950302,265,400,0.6625
13271950101,129,520,0.24807692307692308
13271950102,45,50,0.9
13271950103,30,210,0.14285714285714285
13271950200,24,135,0.17777777777777778
13271950500,80,210,0.38095238095238093
13273120200,28,130,0.2153846153846154
13273120300,125,505,0.24752475247524752
13273120400,130,305,0.4262295081967213
13273120500,19,110,0.17272727272727273
13275960100,34,160,0.2125
13275960200,65,240,0.2708333333333333
13275960300,93,170,0.5470588235294118
13275960400,68,159,0.4276729559748428
13275960501,140,425,0.32941176470588235
13275960502,50,135,0.37037037037037035
13275960601,125,195,0.6410256410256411
13275960602,120,480,0.25
13275960701,295,545,0.5412844036697247
13275960702,135,225,0.6
13275960800,270,810,0.3333333333333333
13275960900,155,260,0.5961538461538461
13275961000,40,169,0.23668639053254437
13275961100,35,220,0.1590909090909091
13277960100,19,59,0.3220338983050847
13277960200,19,45,0.4222222222222222
13277960301,165,480,0.34375
13277960302,50,370,0.13513513513513514
13277960401,45,290,0.15517241379310345
13277960402,125,290,0.43103448275862066
13277960500,45,179,0.25139664804469275
13277960601,60,265,0.22641509433962265
13277960602,280,580,0.4827586206896552
13277960700,305,670,0.4552238805970149
13277960800,14,120,0.11666666666666667
13277960900,100,225,0.4444444444444444
13279970101,70,210,0.3333333333333333
13279970102,85,300,0.2833333333333333
13279970201,75,215,0.3488372093023256
13279970202,190,375,0.5066666666666667
13279970301,30,70,0.42857142857142855
13279970302,20,70,0.2857142857142857
13279970400,155,585,0.26495726495726496
13279970500,84,255,0.32941176470588235
13279970600,45,145,0.3103448275862069
13281960100,54,130,0.4153846153846154
13281960200,44,160,0.275
13281960301,85,190,0.4473684210526316
13281960302,0,30,0
13283960100,4,85,0.047058823529411764
13283960200,209,460,0.4543478260869565
13285960101,115,275,0.41818181818181815
13285960102,165,395,0.4177215189873418
13285960201,4,105,0.0380952380952381
13285960202,4,20,0.2
13285960300,104,165,0.6303030303030303
13285960401,180,570,0.3157894736842105
13285960402,155,625,0.248
13285960501,250,470,0.5319148936170213
13285960503,465,795,0.5849056603773585
13285960504,30,55,0.5454545454545454
13285960600,335,605,0.5537190082644629
13285960700,90,460,0.1956521739130435
13285960800,360,735,0.4897959183673469
13285960901,305,930,0.3279569892473118
13285960903,40,70,0.5714285714285714
13285960904,0,25,0
13285961000,155,400,0.3875
13285961100,0,44,0
13287970201,45,345,0.13043478260869565
13287970202,60,140,0.42857142857142855
13287970300,94,200,0.47
13289060101,0,70,0
13289060102,0,100,0
13289060200,29,90,0.32222222222222224
13291000101,80,135,0.5925925925925926
13291000103,0,60,0
13291000104,165,240,0.6875
13291000201,65,160,0.40625
13291000203,15,15,1
13291000204,95,260,0.36538461538461536
13291000206,70,215,0.32558139534883723
13291000207,14,425,0.03294117647058824
13293010100,15,115,0.13043478260869565
13293010201,285,510,0.5588235294117647
13293010202,55,140,0.39285714285714285
13293010300,95,165,0.5757575757575758
13293010401,95,140,0.6785714285714286
13293010402,125,535,0.2336448598130841
13293010500,350,835,0.41916167664670656
13293010600,10,130,0.07692307692307693
13295020101,80,380,0.21052631578947367
13295020102,70,180,0.3888888888888889
13295020200,200,515,0.3883495145631068
13295020301,210,490,0.42857142857142855
13295020302,70,350,0.2
13295020400,35,70,0.5
13295020503,90,310,0.2903225806451613
13295020504,175,250,0.7
13295020505,0,4,0
13295020506,0,90,0
13295020601,75,205,0.36585365853658536
13295020602,100,200,0.5
13295020701,110,470,0.23404255319148937
13295020702,220,775,0.2838709677419355
13295020800,0,280,0
13295020902,8,175,0.045714285714285714
13295020903,15,130,0.11538461538461539
13295020904,0,45,0
13297110101,10,60,0.16666666666666666
13297110102,105,185,0.5675675675675675
13297110200,30,275,0.10909090909090909
13297110301,135,490,0.2755102040816326
13297110302,220,530,0.41509433962264153
13297110400,370,785,0.4713375796178344
13297110503,40,110,0.36363636363636365
13297110504,180,500,0.36
13297110505,45,140,0.32142857142857145
13297110506,50,165,0.30303030303030304
13297110508,45,200,0.225
13297110509,155,255,0.6078431372549019
13297110510,0,75,0
13297110601,35,75,0.4666666666666667
13297110602,105,260,0.40384615384615385
13297110603,80,300,0.26666666666666666
13297110701,90,210,0.42857142857142855
13297110702,240,620,0.3870967741935484
13297110801,150,190,0.7894736842105263
13297110802,0,85,0
13299950100,30,65,0.46153846153846156
13299950200,85,190,0.4473684210526316
13299950300,99,410,0.24146341463414633
13299950400,80,455,0.17582417582417584
13299950500,340,665,0.5112781954887218
13299950600,165,575,0.28695652173913044
13299950700,155,375,0.41333333333333333
13299950801,20,260,0.07692307692307693
13299950802,100,235,0.425531914893617
13299950900,69,315,0.21904761904761905
13301970400,125,390,0.32051282051282054
13301970500,10,155,0.06451612903225806
13303950100,4,38,0.10526315789473684
13303950300,109,465,0.23440860215053763
13303950400,310,570,0.543859649122807
13303950500,84,335,0.2507462686567164
13303950700,99,435,0.22758620689655173
13305970100,30,135,0.2222222222222222
13305970201,15,210,0.07142857142857142
13305970202,245,655,0.37404580152671757
13305970300,75,720,0.10416666666666667
13305970400,34,210,0.1619047619047619
13305970500,115,200,0.575
13305970600,70,200,0.35
13307960100,0,35,0
13307960200,0,84,0
13309780100,4,140,0.02857142857142857
13309780200,85,300,0.2833333333333333
13311950101,4,24,0.16666666666666666
13311950102,10,105,0.09523809523809523
13311950202,4,225,0.017777777777777778
13311950204,0,80,0
13311950205,0,20,0
13311950206,150,485,0.30927835051546393
13311950207,240,370,0.6486486486486487
13311950301,145,160,0.90625
13311950302,55,255,0.21568627450980393
13313000101,120,235,0.5106382978723404
13313000103,40,220,0.18181818181818182
13313000104,14,190,0.07368421052631578
13313000200,95,150,0.6333333333333333
13313000301,200,335,0.5970149253731343
13313000303,135,210,0.6428571428571429
13313000304,20,50,0.4
13313000401,460,1020,0.45098039215686275
13313000402,55,170,0.3235294117647059
13313000501,140,305,0.45901639344262296
13313000502,334,1205,0.27717842323651454
13313000600,19,100,0.19
13313000700,105,210,0.5
13313000801,25,35,0.7142857142857143
13313000802,95,240,0.3958333333333333
13313000900,50,205,0.24390243902439024
13313001000,130,270,0.48148148148148145
13313001100,195,330,0.5909090909090909
13313001200,175,570,0.30701754385964913
13313001300,125,645,0.1937984496124031
13313001400,45,215,0.20930232558139536
13313001500,205,600,0.3416666666666667
13315960100,39,155,0.25161290322580643
13315960200,20,39,0.5128205128205128
13315960300,4,18,0.2222222222222222
13315960400,40,195,0.20512820512820512
13317010101,24,135,0.17777777777777778
13317010102,55,169,0.3254437869822485
13317010301,0,134,0
13317010302,240,570,0.42105263157894735
13319960200,60,130,0.46153846153846156
13319960300,120,275,0.43636363636363634
13319960400,49,110,0.44545454545454544
13321950100,110,195,0.5641025641025641
13321950201,0,0,-
13321950202,270,470,0.574468085106383
13321950400,39,215,0.1813953488372093
13321950500,35,350,0.1
13321950600,15,95,0.15789473684210525
